tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nVuelto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tObservacion;tUsuario;fRegistro;fDiaContable;tCodigoPedido
2500050733;1;;2;NULL;1;3;29,9;NULL;0;7;WS;NULL;2216937410;;NULL;WSInforest;30/06/2025 7:35;30/06/2025 7:35;2500050733
2500050729;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216928728;;NULL;WSInforest;29/06/2025 22:02;29/06/2025 22:02;2500050729
2500050728;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216928652;;NULL;WSInforest;29/06/2025 22:01;29/06/2025 22:01;2500050728
2500050720;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216926239;;NULL;WSInforest;29/06/2025 21:41;29/06/2025 21:41;2500050720
2500050719;1;;2;NULL;1;4;15,9;NULL;0;7;WS;NULL;2216924648;;NULL;WSInforest;29/06/2025 21:30;29/06/2025 21:30;2500050719
2500050715;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1609292287;;NULL;WSInforest;29/06/2025 21:23;29/06/2025 21:23;2500050715
2500050713;1;;2;NULL;1;4;31,8;NULL;0;9;WS;NULL;1609276810;;NULL;WSInforest;29/06/2025 21:15;29/06/2025 21:15;2500050713
2500050712;1;;2;NULL;1;4;52,9;NULL;0;7;WS;NULL;2216922228;;NULL;WSInforest;29/06/2025 21:14;29/06/2025 21:14;2500050712
2500050710;1;;2;NULL;1;4;35,9;NULL;0;7;WS;NULL;2216921620;;NULL;WSInforest;29/06/2025 21:10;29/06/2025 21:10;2500050710
2500050709;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1609274472;;NULL;WSInforest;29/06/2025 21:02;29/06/2025 21:02;2500050709
2500050708;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2216920253;;NULL;WSInforest;29/06/2025 21:01;29/06/2025 21:01;2500050708
2500050696;1;;2;NULL;1;4;46,8;NULL;0;7;WS;NULL;2216912566;;NULL;WSInforest;29/06/2025 20:16;29/06/2025 20:16;2500050696
2500050695;1;;2;NULL;1;4;51,8;NULL;0;7;WS;NULL;2216912417;;NULL;WSInforest;29/06/2025 20:15;29/06/2025 20:15;2500050695
2500050691;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1609126626;;NULL;WSInforest;29/06/2025 20:04;29/06/2025 20:04;2500050691
2500050689;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216908866;;NULL;WSInforest;29/06/2025 19:55;29/06/2025 19:55;2500050689
2500050688;1;;2;NULL;1;4;49,9;NULL;0;9;WS;NULL;1609124670;;NULL;WSInforest;29/06/2025 19:55;29/06/2025 19:55;2500050688
2500050687;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216906598;;NULL;WSInforest;29/06/2025 19:42;29/06/2025 19:42;2500050687
2500050685;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216905967;;NULL;WSInforest;29/06/2025 19:39;29/06/2025 19:39;2500050685
2500050684;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216905558;;NULL;WSInforest;29/06/2025 19:37;29/06/2025 19:37;2500050684
2500050683;1;;2;NULL;1;4;9;NULL;0;7;WS;NULL;2216905224;;NULL;WSInforest;29/06/2025 19:35;29/06/2025 19:35;2500050683
2500050680;1;;2;NULL;1;4;18;NULL;0;7;WS;NULL;2216903483;;NULL;WSInforest;29/06/2025 19:26;29/06/2025 19:26;2500050680
2500050678;1;;2;NULL;1;4;131,6;NULL;0;7;WS;NULL;2216902108;;NULL;WSInforest;29/06/2025 19:18;29/06/2025 19:18;2500050678
2500050677;1;;2;NULL;1;4;33,8;NULL;0;18;WS;NULL;0629-#3;;NULL;WSInforest;29/06/2025 19:12;29/06/2025 19:12;2500050677
2500050675;1;;2;NULL;1;4;61,8;NULL;0;9;WS;NULL;1608996704;;NULL;WSInforest;29/06/2025 19:10;29/06/2025 19:10;2500050675
2500050671;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216899456;;NULL;WSInforest;29/06/2025 19:04;29/06/2025 19:04;2500050671
2500050667;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216898177;;NULL;WSInforest;29/06/2025 18:57;29/06/2025 18:57;2500050667
2500050665;1;;2;NULL;1;4;25,9;NULL;0;18;WS;NULL;0629-#2;;NULL;WSInforest;29/06/2025 18:56;29/06/2025 18:56;2500050665
2500050662;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;5941;;NULL;WSInforest;29/06/2025 18:50;29/06/2025 18:50;2500050662
2500050661;1;;2;NULL;1;4;119;NULL;0;7;WS;NULL;2216896756;;NULL;WSInforest;29/06/2025 18:49;29/06/2025 18:49;2500050661
2500050660;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216896694;;NULL;WSInforest;29/06/2025 18:48;29/06/2025 18:48;2500050660
2500050659;1;;2;NULL;1;4;47,8;NULL;0;7;WS;NULL;2216896320;;NULL;WSInforest;29/06/2025 18:46;29/06/2025 18:46;2500050659
2500050658;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216895948;;NULL;WSInforest;29/06/2025 18:44;29/06/2025 18:44;2500050658
2500050656;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216895704;;NULL;WSInforest;29/06/2025 18:42;29/06/2025 18:42;2500050656
2500050654;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216895254;;NULL;WSInforest;29/06/2025 18:40;29/06/2025 18:40;2500050654
2500050652;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216894523;;NULL;WSInforest;29/06/2025 18:35;29/06/2025 18:35;2500050652
2500050651;1;;2;NULL;1;4;41,8;NULL;0;9;WS;NULL;1608932569;;NULL;WSInforest;29/06/2025 18:27;29/06/2025 18:27;2500050651
2500050650;1;;2;NULL;1;4;46,8;NULL;0;7;WS;NULL;2216891256;;NULL;WSInforest;29/06/2025 18:14;29/06/2025 18:14;2500050650
2500050648;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216890535;;NULL;WSInforest;29/06/2025 18:09;29/06/2025 18:09;2500050648
2500050646;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216889992;;NULL;WSInforest;29/06/2025 18:04;29/06/2025 18:04;2500050646
2500050644;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2216889527;;NULL;WSInforest;29/06/2025 18:00;29/06/2025 18:00;2500050644
2500050626;1;;2;NULL;1;4;49,9;NULL;0;9;WS;NULL;1608813970;;NULL;WSInforest;29/06/2025 17:27;29/06/2025 17:27;2500050626
2500050621;1;;2;NULL;1;4;32,8;NULL;0;7;WS;NULL;2216884062;;NULL;WSInforest;29/06/2025 17:16;29/06/2025 17:16;2500050621
2500050613;1;;2;NULL;1;4;33,8;NULL;0;18;WS;NULL;0629-#1;;NULL;WSInforest;29/06/2025 16:59;29/06/2025 16:59;2500050613
2500050611;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216882017;;NULL;WSInforest;29/06/2025 16:58;29/06/2025 16:58;2500050611
2500050604;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216879772;;NULL;WSInforest;29/06/2025 16:40;29/06/2025 16:40;2500050604
2500050600;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;8656;;NULL;WSInforest;29/06/2025 16:32;29/06/2025 16:32;2500050600
2500050599;1;;2;NULL;1;4;32;NULL;0;9;WS;NULL;1608713813;;NULL;WSInforest;29/06/2025 16:32;29/06/2025 16:32;2500050599
2500050598;1;;2;NULL;1;4;75;NULL;0;9;WS;NULL;1608713934;;NULL;WSInforest;29/06/2025 16:32;29/06/2025 16:32;2500050598
2500050596;1;;2;NULL;1;4;35;NULL;0;9;WS;NULL;1608713622;;NULL;WSInforest;29/06/2025 16:30;29/06/2025 16:30;2500050596
2500050595;1;;2;NULL;1;4;73,9;NULL;0;7;WS;NULL;2216878605;;NULL;WSInforest;29/06/2025 16:30;29/06/2025 16:30;2500050595
2500050594;1;;2;NULL;1;4;64;NULL;0;7;WS;NULL;2216878366;;NULL;WSInforest;29/06/2025 16:28;29/06/2025 16:28;2500050594
2500050591;1;;2;NULL;1;4;41,8;NULL;0;7;WS;NULL;2216877349;;NULL;WSInforest;29/06/2025 16:20;29/06/2025 16:20;2500050591
2500050589;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2216876097;;NULL;WSInforest;29/06/2025 16:11;29/06/2025 16:11;2500050589
2500050580;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216872540;;NULL;WSInforest;29/06/2025 15:47;29/06/2025 15:47;2500050580
2500050578;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216872099;;NULL;WSInforest;29/06/2025 15:44;29/06/2025 15:44;2500050578
2500050577;1;;2;NULL;1;4;48,9;NULL;0;7;WS;NULL;2216872069;;NULL;WSInforest;29/06/2025 15:43;29/06/2025 15:43;2500050577
2500050574;1;;2;NULL;1;4;33,8;NULL;0;9;WS;NULL;1608672305;;NULL;WSInforest;29/06/2025 15:38;29/06/2025 15:38;2500050574
2500050573;1;;2;NULL;1;4;25;NULL;0;7;WS;NULL;2216871243;;NULL;WSInforest;29/06/2025 15:38;29/06/2025 15:38;2500050573
2500050572;1;;2;NULL;1;4;55;NULL;0;7;WS;NULL;2216871178;;NULL;WSInforest;29/06/2025 15:38;29/06/2025 15:38;2500050572
2500050567;1;;2;NULL;1;4;67;NULL;0;7;WS;NULL;2216870000;;NULL;WSInforest;29/06/2025 15:30;29/06/2025 15:30;2500050567
2500050566;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216869687;;NULL;WSInforest;29/06/2025 15:28;29/06/2025 15:28;2500050566
2500050565;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;2706;;NULL;WSInforest;29/06/2025 15:28;29/06/2025 15:28;2500050565
2500050561;1;;2;NULL;1;4;15,9;NULL;0;7;WS;NULL;2216868563;;NULL;WSInforest;29/06/2025 15:21;29/06/2025 15:21;2500050561
2500050559;1;;2;NULL;1;4;44,9;NULL;0;7;WS;NULL;2216868316;;NULL;WSInforest;29/06/2025 15:19;29/06/2025 15:19;2500050559
2500050555;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216867647;;NULL;WSInforest;29/06/2025 15:15;29/06/2025 15:15;2500050555
2500050554;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;52;;NULL;WSInforest;29/06/2025 15:14;29/06/2025 15:14;2500050554
2500050553;1;;2;NULL;1;4;38;NULL;0;7;WS;NULL;2216867247;;NULL;WSInforest;29/06/2025 15:13;29/06/2025 15:13;2500050553
2500050551;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216865753;;NULL;WSInforest;29/06/2025 15:04;29/06/2025 15:04;2500050551
2500050550;1;;2;NULL;1;4;52,9;NULL;0;7;WS;NULL;2216865285;;NULL;WSInforest;29/06/2025 15:02;29/06/2025 15:02;2500050550
2500050547;1;;2;NULL;1;4;66,8;NULL;0;7;WS;NULL;2216864503;;NULL;WSInforest;29/06/2025 14:57;29/06/2025 14:57;2500050547
2500050543;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216862993;;NULL;WSInforest;29/06/2025 14:48;29/06/2025 14:48;2500050543
2500050542;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216862882;;NULL;WSInforest;29/06/2025 14:48;29/06/2025 14:48;2500050542
2500050541;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216862488;;NULL;WSInforest;29/06/2025 14:46;29/06/2025 14:46;2500050541
2500050540;1;;2;NULL;1;4;67,6;NULL;0;7;WS;NULL;2216862367;;NULL;WSInforest;29/06/2025 14:45;29/06/2025 14:45;2500050540
2500050537;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216861006;;NULL;WSInforest;29/06/2025 14:38;29/06/2025 14:38;2500050537
2500050536;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216860502;;NULL;WSInforest;29/06/2025 14:35;29/06/2025 14:35;2500050536
2500050529;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216856777;;NULL;WSInforest;29/06/2025 14:14;29/06/2025 14:14;2500050529
2500050525;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216855026;;NULL;WSInforest;29/06/2025 14:05;29/06/2025 14:05;2500050525
2500050523;1;;2;NULL;1;4;38,8;NULL;0;9;WS;NULL;1608558320;;NULL;WSInforest;29/06/2025 14:03;29/06/2025 14:03;2500050523
2500050520;1;;2;NULL;1;4;49,9;NULL;0;9;WS;NULL;1608557209;;NULL;WSInforest;29/06/2025 13:59;29/06/2025 13:59;2500050520
2500050516;1;;2;NULL;1;4;73,7;NULL;0;7;WS;NULL;2216852343;;NULL;WSInforest;29/06/2025 13:52;29/06/2025 13:52;2500050516
2500050515;1;;2;NULL;1;4;126;NULL;0;17;WS;NULL;1526;;NULL;WSInforest;29/06/2025 13:51;29/06/2025 13:51;2500050515
2500050512;1;;2;NULL;1;4;51,7;NULL;0;7;WS;NULL;2216850400;;NULL;WSInforest;29/06/2025 13:43;29/06/2025 13:43;2500050512
2500050506;1;;2;NULL;1;4;43,8;NULL;0;7;WS;NULL;2216847075;;NULL;WSInforest;29/06/2025 13:27;29/06/2025 13:27;2500050506
2500050504;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2216846487;;NULL;WSInforest;29/06/2025 13:24;29/06/2025 13:24;2500050504
2500050503;1;;2;NULL;1;4;35,9;NULL;0;7;WS;NULL;2216846310;;NULL;WSInforest;29/06/2025 13:23;29/06/2025 13:23;2500050503
2500050501;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2216845700;;NULL;WSInforest;29/06/2025 13:20;29/06/2025 13:20;2500050501
2500050500;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216844986;;NULL;WSInforest;29/06/2025 13:16;29/06/2025 13:16;2500050500
2500050496;1;;2;NULL;1;4;55;NULL;0;7;WS;NULL;2216841609;;NULL;WSInforest;29/06/2025 12:58;29/06/2025 12:58;2500050496
2500050495;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216841595;;NULL;WSInforest;29/06/2025 12:58;29/06/2025 12:58;2500050495
2500050492;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216839629;;NULL;WSInforest;29/06/2025 12:47;29/06/2025 12:47;2500050492
2500050491;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2216837559;;NULL;WSInforest;29/06/2025 12:34;29/06/2025 12:34;2500050491
2500050490;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216837433;;NULL;WSInforest;29/06/2025 12:34;29/06/2025 12:34;2500050490
2500050488;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216835791;;NULL;WSInforest;29/06/2025 12:22;29/06/2025 12:22;2500050488
2500050487;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216834952;;NULL;WSInforest;29/06/2025 12:16;29/06/2025 12:16;2500050487
2500050480;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216831958;;NULL;WSInforest;29/06/2025 11:43;29/06/2025 11:43;2500050480
2500050478;1;;2;NULL;1;4;59,9;NULL;0;7;WS;NULL;2216831749;;NULL;WSInforest;29/06/2025 11:41;29/06/2025 11:41;2500050478
2500050472;1;;2;NULL;1;4;167;NULL;0;17;WS;NULL;5047;;NULL;WSInforest;29/06/2025 11:01;29/06/2025 11:01;2500050472
2500050471;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216829224;;NULL;WSInforest;29/06/2025 11:00;29/06/2025 11:00;2500050471
2500050467;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216828814;;NULL;WSInforest;29/06/2025 10:53;29/06/2025 10:53;2500050467
2500050465;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216828595;;NULL;WSInforest;29/06/2025 10:49;29/06/2025 10:49;2500050465
2500050464;1;;2;NULL;1;4;84,5;NULL;0;7;WS;NULL;2216828586;;NULL;WSInforest;29/06/2025 10:48;29/06/2025 10:48;2500050464
2500050462;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216828247;;NULL;WSInforest;29/06/2025 10:41;29/06/2025 10:41;2500050462
2500050461;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2216828218;;NULL;WSInforest;29/06/2025 10:41;29/06/2025 10:41;2500050461
2500050459;1;;2;NULL;1;4;99,6;NULL;0;9;WS;NULL;1608222794;;NULL;WSInforest;29/06/2025 10:30;29/06/2025 10:30;2500050459
2500050458;1;;2;NULL;1;4;52,9;NULL;0;9;WS;NULL;1608220535;;NULL;WSInforest;29/06/2025 10:01;29/06/2025 10:01;2500050458
2500050455;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;667;;NULL;WSInforest;29/06/2025 9:31;29/06/2025 9:31;2500050455
2500050454;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2216824728;;NULL;WSInforest;29/06/2025 9:29;29/06/2025 9:29;2500050454
2500050452;1;;2;NULL;1;4;58,7;NULL;0;7;WS;NULL;2216824531;;NULL;WSInforest;29/06/2025 9:24;29/06/2025 9:24;2500050452
2500050447;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216822545;;NULL;WSInforest;29/06/2025 8:30;29/06/2025 8:30;2500050447
2500050446;1;;2;NULL;1;4;65,9;NULL;0;7;WS;NULL;2216822263;;NULL;WSInforest;29/06/2025 8:23;29/06/2025 8:23;2500050446
2500050445;1;;2;NULL;1;4;36;NULL;0;7;WS;NULL;2216822139;;NULL;WSInforest;29/06/2025 8:16;29/06/2025 8:16;2500050445
2500050442;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2216821328;;NULL;WSInforest;29/06/2025 7:32;29/06/2025 7:32;2500050442
2500050437;1;;2;NULL;1;4;25,9;NULL;0;9;WS;NULL;1607962451;;NULL;WSInforest;28/06/2025 21:49;28/06/2025 21:49;2500050437
2500050436;1;;2;NULL;1;4;57,7;NULL;0;9;WS;NULL;1607905901;;NULL;WSInforest;28/06/2025 21:47;28/06/2025 21:47;2500050436
2500050434;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1607948258;;NULL;WSInforest;28/06/2025 21:39;28/06/2025 21:39;2500050434
2500050429;1;;2;NULL;1;4;83,6;NULL;0;7;WS;NULL;2216799755;;NULL;WSInforest;28/06/2025 21:21;28/06/2025 21:21;2500050429
2500050427;1;;2;NULL;1;4;97,5;NULL;0;7;WS;NULL;2216799502;;NULL;WSInforest;28/06/2025 21:20;28/06/2025 21:20;2500050427
2500050426;1;;2;NULL;1;4;32,8;NULL;0;7;WS;NULL;2216797683;;NULL;WSInforest;28/06/2025 21:18;28/06/2025 21:18;2500050426
2500050424;1;;2;NULL;1;4;33,8;NULL;0;9;WS;NULL;1607900081;;NULL;WSInforest;28/06/2025 21:15;28/06/2025 21:15;2500050424
2500050423;1;;2;NULL;1;4;9;NULL;0;7;WS;NULL;2216797596;;NULL;WSInforest;28/06/2025 21:14;28/06/2025 21:14;2500050423
2500050422;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2216798188;;NULL;WSInforest;28/06/2025 21:14;28/06/2025 21:14;2500050422
2500050421;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216797810;;NULL;WSInforest;28/06/2025 21:10;28/06/2025 21:10;2500050421
2500050420;1;;2;NULL;1;4;44,9;NULL;0;7;WS;NULL;2216795750;;NULL;WSInforest;28/06/2025 21:06;28/06/2025 21:06;2500050420
2500050419;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216796196;;NULL;WSInforest;28/06/2025 21:02;28/06/2025 21:02;2500050419
2500050418;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216795701;;NULL;WSInforest;28/06/2025 21:02;28/06/2025 21:02;2500050418
2500050417;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216795339;;NULL;WSInforest;28/06/2025 20:56;28/06/2025 20:56;2500050417
2500050415;1;;2;NULL;1;4;49,9;NULL;0;9;WS;NULL;1607814712;;NULL;WSInforest;28/06/2025 20:49;28/06/2025 20:49;2500050415
2500050414;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216792857;;NULL;WSInforest;28/06/2025 20:47;28/06/2025 20:47;2500050414
2500050413;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216792567;;NULL;WSInforest;28/06/2025 20:43;28/06/2025 20:43;2500050413
2500050412;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216792150;;NULL;WSInforest;28/06/2025 20:43;28/06/2025 20:43;2500050412
2500050401;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216784391;;NULL;WSInforest;28/06/2025 20:04;28/06/2025 20:04;2500050401
2500050399;1;;2;NULL;1;4;50,7;NULL;0;9;WS;NULL;1607702080;;NULL;WSInforest;28/06/2025 19:57;28/06/2025 19:57;2500050399
2500050398;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216783443;;NULL;WSInforest;28/06/2025 19:57;28/06/2025 19:57;2500050398
2500050396;1;;2;NULL;1;4;51,8;NULL;0;7;WS;NULL;2216780830;;NULL;WSInforest;28/06/2025 19:44;28/06/2025 19:44;2500050396
2500050395;1;;2;NULL;1;4;32,8;NULL;0;7;WS;NULL;2216779067;;NULL;WSInforest;28/06/2025 19:39;28/06/2025 19:39;2500050395
2500050392;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216778329;;NULL;WSInforest;28/06/2025 19:33;28/06/2025 19:33;2500050392
2500050391;1;;2;NULL;1;4;89,6;NULL;0;7;WS;NULL;2216776831;;NULL;WSInforest;28/06/2025 19:25;28/06/2025 19:25;2500050391
2500050385;1;;2;NULL;1;4;55,9;NULL;0;9;WS;NULL;1607544964;;NULL;WSInforest;28/06/2025 19:06;28/06/2025 19:06;2500050385
2500050381;1;;2;NULL;1;4;49,7;NULL;0;7;WS;NULL;2216770823;;NULL;WSInforest;28/06/2025 18:51;28/06/2025 18:51;2500050381
2500050380;1;;2;NULL;1;4;94,9;NULL;0;7;WS;NULL;2216770282;;NULL;WSInforest;28/06/2025 18:50;28/06/2025 18:50;2500050380
2500050379;1;;2;NULL;1;4;33,8;NULL;0;9;WS;NULL;1607511744;;NULL;WSInforest;28/06/2025 18:49;28/06/2025 18:49;2500050379
2500050375;1;;2;NULL;1;4;55;NULL;0;7;WS;NULL;2216769508;;NULL;WSInforest;28/06/2025 18:44;28/06/2025 18:44;2500050375
2500050371;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216767978;;NULL;WSInforest;28/06/2025 18:34;28/06/2025 18:34;2500050371
2500050361;1;;2;NULL;1;4;29,7;NULL;0;7;WS;NULL;2216764087;;NULL;WSInforest;28/06/2025 18:04;28/06/2025 18:04;2500050361
2500050358;1;;2;NULL;1;4;49,9;NULL;0;18;WS;NULL;0628-#1;;NULL;WSInforest;28/06/2025 18:01;28/06/2025 18:01;2500050358
2500050352;1;;2;NULL;1;4;36,8;NULL;0;7;WS;NULL;2216762615;;NULL;WSInforest;28/06/2025 17:51;28/06/2025 17:51;2500050352
2500050341;1;;2;NULL;1;4;25;NULL;0;7;WS;NULL;2216759106;;NULL;WSInforest;28/06/2025 17:21;28/06/2025 17:21;2500050341
2500050339;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2216757986;;NULL;WSInforest;28/06/2025 17:13;28/06/2025 17:13;2500050339
2500050336;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216758160;;NULL;WSInforest;28/06/2025 17:09;28/06/2025 17:09;2500050336
2500050335;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2216757840;;NULL;WSInforest;28/06/2025 17:07;28/06/2025 17:07;2500050335
2500050334;1;;2;NULL;1;4;49,8;NULL;0;7;WS;NULL;2216757720;;NULL;WSInforest;28/06/2025 17:06;28/06/2025 17:06;2500050334
2500050331;1;;2;NULL;1;4;67,6;NULL;0;7;WS;NULL;2216757024;;NULL;WSInforest;28/06/2025 17:00;28/06/2025 17:00;2500050331
2500050315;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216753655;;NULL;WSInforest;28/06/2025 16:25;28/06/2025 16:25;2500050315
2500050313;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2216753270;;NULL;WSInforest;28/06/2025 16:23;28/06/2025 16:23;2500050313
2500050311;1;;2;NULL;1;4;25,9;NULL;0;9;WS;NULL;1607299038;;NULL;WSInforest;28/06/2025 16:22;28/06/2025 16:22;2500050311
2500050304;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2216751359;;NULL;WSInforest;28/06/2025 16:09;28/06/2025 16:09;2500050304
2500050303;1;;2;NULL;1;4;99,8;NULL;0;7;WS;NULL;2216750963;;NULL;WSInforest;28/06/2025 16:06;28/06/2025 16:06;2500050303
2500050302;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216751603;;NULL;WSInforest;28/06/2025 16:06;28/06/2025 16:06;2500050302
2500050299;1;;2;NULL;1;4;32,9;NULL;0;9;WS;NULL;1607246780;;NULL;WSInforest;28/06/2025 15:49;28/06/2025 15:49;2500050299
2500050296;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2216748632;;NULL;WSInforest;28/06/2025 15:45;28/06/2025 15:45;2500050296
2500050294;1;;2;NULL;1;4;45,8;NULL;0;9;WS;NULL;1607245888;;NULL;WSInforest;28/06/2025 15:43;28/06/2025 15:43;2500050294
2500050291;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1607258857;;NULL;WSInforest;28/06/2025 15:33;28/06/2025 15:33;2500050291
2500050290;1;;2;NULL;1;4;89,7;NULL;0;7;WS;NULL;2216747926;;NULL;WSInforest;28/06/2025 15:33;28/06/2025 15:33;2500050290
2500050287;1;;2;NULL;1;4;49,8;NULL;0;7;WS;NULL;2216747020;;NULL;WSInforest;28/06/2025 15:28;28/06/2025 15:28;2500050287
2500050285;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216746659;;NULL;WSInforest;28/06/2025 15:22;28/06/2025 15:22;2500050285
2500050283;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216746076;;NULL;WSInforest;28/06/2025 15:20;28/06/2025 15:20;2500050283
2500050281;1;;2;NULL;1;4;37,8;NULL;0;7;WS;NULL;2216746009;;NULL;WSInforest;28/06/2025 15:16;28/06/2025 15:16;2500050281
2500050280;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2216745680;;NULL;WSInforest;28/06/2025 15:16;28/06/2025 15:16;2500050280
2500050276;1;;2;NULL;1;4;58;NULL;0;17;WS;NULL;3728;;NULL;WSInforest;28/06/2025 15:10;28/06/2025 15:10;2500050276
2500050273;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2216742761;;NULL;WSInforest;28/06/2025 15:03;28/06/2025 15:03;2500050273
2500050272;1;;2;NULL;1;4;41,7;NULL;0;7;WS;NULL;2216744071;;NULL;WSInforest;28/06/2025 15:02;28/06/2025 15:02;2500050272
2500050267;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2216741618;;NULL;WSInforest;28/06/2025 14:57;28/06/2025 14:57;2500050267
2500050266;1;;2;NULL;1;4;44,9;NULL;0;7;WS;NULL;2216741447;;NULL;WSInforest;28/06/2025 14:48;28/06/2025 14:48;2500050266
