tDocumento;tTipoDocumento;tCodigoCliente;tCortesia;nNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nVenta;nRecargo;nDescuento;nPrecioOficial;nPropina;ntotal;nAbono;nVuelto;tCortesiaPago;tEstadoDocumento;tClientePago;tTurno;fPago;tCaja;tUsuario;tUsuarioAutoriza;fRegistro;tUsuarioAnulado;fRegistroAnulado;tObservacion;tSalon;tEmision;tConsumo;lReplica;tAutorizacion;tCodigoControl;tImpresora;tSerieImpresora;fDiaContable;tDescuento;fInicio;fCaducidad;tContribuyenteEspecial;tNumeroAutorizacion;nDescuentoNeto;lEnvioOfisis;lEstadoFacturacion;tRespFacturacion;lImpresionMonedaExtranjera;lImpresionAut;tImprTermica;tReserva;lAnticipo;femision;nLey1;UsuarioReimpresion;nReimpresion;CodigoVisaNet;CodigoMercadoPago;CodigoMercadoPagoEstatico;tordenCompra;tMotivoAnulacion
T00013000079305;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;24;0;NULL;2;NULL;1800000339;10/07/2018 19:19;1;RCASTILLO;RCASTILLO;10/07/2018 19:19;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079304;2;;;19,53125;3,515625;1,953125;0;25;0;0;0;NULL;NULL;50;25;NULL;2;NULL;1800000339;10/07/2018 19:17;1;RCASTILLO;RCASTILLO;10/07/2018 19:17;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079303;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;50;20;NULL;2;NULL;1800000339;10/07/2018 19:17;1;RCASTILLO;RCASTILLO;10/07/2018 19:16;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079302;2;;;19,53125;3,515625;1,953125;0;25;0;0;0;NULL;NULL;25;0;NULL;2;NULL;1800000339;10/07/2018 19:14;1;RCASTILLO;RCASTILLO;10/07/2018 19:13;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079301;2;;;25,78125;4,640625;2,578125;0;33;0;0;0;NULL;NULL;50;17;NULL;2;NULL;1800000339;10/07/2018 19:11;1;RCASTILLO;RCASTILLO;10/07/2018 19:10;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079300;2;;;26,5625;4,78125;2,65625;0;34;0;0;0;NULL;NULL;34;0;NULL;2;NULL;1800000339;10/07/2018 19:10;1;RCASTILLO;RCASTILLO;10/07/2018 19:09;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079299;2;;;25,78125;4,640625;2,578125;0;33;0;0;0;NULL;NULL;33;0;NULL;2;NULL;1800000339;10/07/2018 19:00;1;RCASTILLO;RCASTILLO;10/07/2018 18:59;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079298;2;;;11,71875;2,109375;1,171875;0;15;0;0;0;NULL;NULL;100;85;NULL;2;NULL;1800000339;10/07/2018 18:58;1;RCASTILLO;RCASTILLO;10/07/2018 18:57;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079297;2;;;14,0625;2,53125;1,40625;0;18;0;0;0;NULL;NULL;18;0;NULL;2;NULL;1800000339;10/07/2018 18:57;1;RCASTILLO;RCASTILLO;10/07/2018 18:56;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079296;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000339;10/07/2018 18:52;1;RCASTILLO;RCASTILLO;10/07/2018 18:51;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079295;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;15;1;NULL;2;NULL;1800000339;10/07/2018 18:51;1;RCASTILLO;RCASTILLO;10/07/2018 18:51;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079294;2;;;10,15625;1,828125;1,015625;0;13;0;0;0;NULL;NULL;13;0;NULL;2;NULL;1800000339;10/07/2018 18:50;1;RCASTILLO;RCASTILLO;10/07/2018 18:49;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079293;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;NULL;NULL;NULL;4;NULL;1800000339;NULL;1;RCASTILLO;RCASTILLO;10/07/2018 18:48;RCASTILLO;10/07/2018 19:29;CAMBIO A 2 DE POLLO;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079292;2;;;42,96875;7,734375;4,296875;0;55;0;0;0;NULL;NULL;55;0;NULL;2;NULL;1800000339;10/07/2018 18:45;1;RCASTILLO;RCASTILLO;10/07/2018 18:45;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079291;2;;;7,8125;1,40625;0,78125;0;10;0;0;0;NULL;NULL;20;10;NULL;2;NULL;1800000339;10/07/2018 18:43;1;RCASTILLO;RCASTILLO;10/07/2018 18:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079290;2;;;21,09375;3,796875;2,109375;0;27;0;0;0;NULL;NULL;40;13;NULL;2;NULL;1800000339;10/07/2018 18:42;1;RCASTILLO;RCASTILLO;10/07/2018 18:42;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079289;2;;;4,6875;0,84375;0,46875;0;6;0;0;0;NULL;NULL;50;44;NULL;2;NULL;1800000339;10/07/2018 18:41;1;RCASTILLO;RCASTILLO;10/07/2018 18:40;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079288;2;;;80,46875;14,484375;8,046875;0;103;0;0;0;NULL;NULL;110;7;NULL;2;NULL;1800000339;10/07/2018 18:38;1;RCASTILLO;RCASTILLO;10/07/2018 18:37;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079287;2;;;17,96875;3,234375;1,796875;0;23;0;0;0;NULL;NULL;30;7;NULL;2;NULL;1800000339;10/07/2018 18:33;1;RCASTILLO;RCASTILLO;10/07/2018 18:32;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079286;2;;;35,15625;6,328125;3,515625;0;45;0;0;0;NULL;NULL;45;0;NULL;2;NULL;1800000339;10/07/2018 18:30;1;RCASTILLO;RCASTILLO;10/07/2018 18:30;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079285;2;;;31,25;5,625;3,125;0;40;0;0;0;NULL;NULL;40;0;NULL;2;NULL;1800000339;10/07/2018 18:28;1;RCASTILLO;RCASTILLO;10/07/2018 18:28;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079284;2;;;38,28125;6,890625;3,828125;0;49;0;0;0;NULL;NULL;49;0;NULL;2;NULL;1800000339;10/07/2018 18:25;1;RCASTILLO;RCASTILLO;10/07/2018 18:24;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079283;2;;;15,625;2,8125;1,5625;0;20;0;0;0;NULL;NULL;20;0;NULL;2;NULL;1800000339;10/07/2018 18:23;1;RCASTILLO;RCASTILLO;10/07/2018 18:22;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079282;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;100;72;NULL;2;NULL;1800000339;10/07/2018 18:22;1;RCASTILLO;RCASTILLO;10/07/2018 18:22;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079281;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;30;0;NULL;2;NULL;1800000339;10/07/2018 18:22;1;RCASTILLO;RCASTILLO;10/07/2018 18:20;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079280;2;;;16,40625;2,953125;1,640625;0;21;0;0;0;NULL;NULL;50;29;NULL;2;NULL;1800000339;10/07/2018 18:20;1;RCASTILLO;RCASTILLO;10/07/2018 18:18;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079279;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;30;8;NULL;2;NULL;1800000339;10/07/2018 18:18;1;RCASTILLO;RCASTILLO;10/07/2018 18:17;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079278;2;;;29,6875;5,34375;2,96875;0;38;0;0;0;NULL;NULL;38;0;NULL;2;NULL;1800000339;10/07/2018 18:17;1;RCASTILLO;RCASTILLO;10/07/2018 18:16;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079277;2;;;43,75;7,875;4,375;0;56;0;0;0;NULL;NULL;56;0;NULL;2;NULL;1800000339;10/07/2018 18:15;1;RCASTILLO;RCASTILLO;10/07/2018 18:15;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079276;2;;;31,25;5,625;3,125;0;40;0;0;0;NULL;NULL;110;70;NULL;2;NULL;1800000339;10/07/2018 18:13;1;RCASTILLO;RCASTILLO;10/07/2018 18:12;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079275;2;;;46,875;8,4375;4,6875;0;60;0;0;0;NULL;NULL;60;0;NULL;2;NULL;1800000339;10/07/2018 18:11;1;RCASTILLO;RCASTILLO;10/07/2018 18:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079274;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;24;0;NULL;2;NULL;1800000339;10/07/2018 18:06;1;RCASTILLO;RCASTILLO;10/07/2018 18:05;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079273;2;;;113,28125;20,390625;11,328125;0;145;0;0;0;NULL;NULL;200;55;NULL;2;NULL;1800000339;10/07/2018 18:04;1;RCASTILLO;RCASTILLO;10/07/2018 18:04;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079272;2;;;62,5;11,25;6,25;0;80;0;0;0;NULL;NULL;80;0;NULL;2;NULL;1800000339;10/07/2018 18:03;1;RCASTILLO;RCASTILLO;10/07/2018 18:03;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079271;2;;;31,25;5,625;3,125;0;40;0;0;0;NULL;NULL;40;0;NULL;2;NULL;1800000339;10/07/2018 18:03;1;RCASTILLO;RCASTILLO;10/07/2018 18:03;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079270;2;;;29,6875;5,34375;2,96875;0;38;0;0;0;NULL;NULL;100;62;NULL;2;NULL;1800000339;10/07/2018 18:01;1;RCASTILLO;RCASTILLO;10/07/2018 18:00;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079269;2;;;21,09375;3,796875;2,109375;0;27;0;0;0;NULL;NULL;100;73;NULL;2;NULL;1800000339;10/07/2018 17:59;1;RCASTILLO;RCASTILLO;10/07/2018 17:59;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079268;2;;;25;4,5;2,5;0;32;0;0;0;NULL;NULL;50;18;NULL;2;NULL;1800000339;10/07/2018 17:59;1;RCASTILLO;RCASTILLO;10/07/2018 17:58;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079267;2;;;34,375;6,1875;3,4375;0;44;0;0;0;NULL;NULL;50;6;NULL;2;NULL;1800000339;10/07/2018 17:56;1;RCASTILLO;RCASTILLO;10/07/2018 17:56;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079266;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;50;20;NULL;2;NULL;1800000339;10/07/2018 17:49;1;RCASTILLO;RCASTILLO;10/07/2018 17:49;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079265;2;;;38,28125;6,890625;3,828125;0;49;0;0;0;NULL;NULL;50;1;NULL;2;NULL;1800000339;10/07/2018 17:36;1;RCASTILLO;RCASTILLO;10/07/2018 17:35;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079264;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000339;10/07/2018 17:33;1;RCASTILLO;RCASTILLO;10/07/2018 17:33;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079263;2;;;30,46875;5,484375;3,046875;0;39;0;0;0;NULL;NULL;39;0;NULL;2;NULL;1800000339;10/07/2018 17:33;1;RCASTILLO;RCASTILLO;10/07/2018 17:32;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079262;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000339;10/07/2018 17:31;1;RCASTILLO;RCASTILLO;10/07/2018 17:30;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079261;2;;;6,25;1,125;0,625;0;8;0;0;0;NULL;NULL;8;0;NULL;2;NULL;1800000339;10/07/2018 17:30;1;RCASTILLO;RCASTILLO;10/07/2018 17:29;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079260;2;;;47,65625;8,578125;4,765625;0;61;0;0;0;NULL;NULL;61;0;NULL;2;NULL;1800000339;10/07/2018 17:25;1;RCASTILLO;RCASTILLO;10/07/2018 17:25;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079259;2;;;14,84375;2,671875;1,484375;0;19;0;0;0;NULL;NULL;19;0;NULL;2;NULL;1800000339;10/07/2018 17:21;1;RCASTILLO;RCASTILLO;10/07/2018 17:21;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079258;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;22;0;NULL;2;NULL;1800000339;10/07/2018 17:20;1;RCASTILLO;RCASTILLO;10/07/2018 17:19;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079257;2;;;21,09375;3,796875;2,109375;0;27;0;0;0;NULL;NULL;50;23;NULL;2;NULL;1800000339;10/07/2018 17:19;1;RCASTILLO;RCASTILLO;10/07/2018 17:18;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079256;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;22;0;NULL;2;NULL;1800000339;10/07/2018 17:15;1;RCASTILLO;RCASTILLO;10/07/2018 17:15;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079255;2;;;11,71875;2,109375;1,171875;0;15;0;0;0;NULL;NULL;15;0;NULL;2;NULL;1800000339;10/07/2018 17:12;1;RCASTILLO;RCASTILLO;10/07/2018 17:12;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079254;2;;;11,71875;2,109375;1,171875;0;15;0;0;0;NULL;NULL;15;0;NULL;2;NULL;1800000339;10/07/2018 17:11;1;RCASTILLO;RCASTILLO;10/07/2018 17:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079253;2;;;8,203125;1,4765625;0,8203125;0;10,5;0;3,5;0;NULL;NULL;10,5;0;NULL;2;NULL;1800000339;10/07/2018 17:10;1;RCASTILLO;RCASTILLO;10/07/2018 17:09;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;1;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079252;2;;;10,15625;1,828125;1,015625;0;13;0;0;0;NULL;NULL;13;0;NULL;2;NULL;1800000339;10/07/2018 17:01;1;RCASTILLO;RCASTILLO;10/07/2018 17:00;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079251;2;;;92,96875;16,734375;9,296875;0;119;0;0;0;NULL;NULL;119;0;NULL;2;NULL;1800000339;10/07/2018 16:59;1;RCASTILLO;RCASTILLO;10/07/2018 16:59;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000079250;2;;;5,46875;0,984375;0,546875;0;7;0;0;0;NULL;NULL;10;3;NULL;2;NULL;1800000339;10/07/2018 16:58;1;RCASTILLO;RCASTILLO;10/07/2018 16:58;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;10/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
